Title,Additional Authors,ISBN,My Rating,Publisher,Binding,Year Published,Date Read,Date Added,Bookshelves,My Review,Author,Owned,Favorite,Wishlist,Plan To Read,Currently Reading,Read,ASIN,Shelfari Edition Id,Shelfari Book Id,Condition,Original Purchase Date,Purchase Price,Private Notes,Loaned,Loaned To,Loaned On,Loan Due,Shelfari Date Read,Is Private
Telling Lies for Fun & Profit: A Manual for Fiction Writers,"Block, Lawrence",0688132286,0,,Paperback,1994,01010001,04122011,,,Lawrence Block,False,False,False,False,False,True,0688132286,238574,198658,,01010001,0,,False,False,,01010001,01010001,,False
At Day's Close,"Ekirch, A. Roger",0393329011,0,,Paperback,2006,01010001,03122011,,,A. Roger Ekirch,False,False,False,True,False,False,0393329011,240289,200038,,01010001,0,,False,False,,01010001,01010001,,False
The Holmes-Dracula File,"Saberhagen, Fred",0812523849,3,,Paperback,1992,28122014,03112014,"fiction,fantasy,mystery,horror,detective,fred saberhagen,vampire,vampires,sherlock holmes,dracula series,holmes",,Fred Saberhagen,False,False,False,False,False,True,0812523849,247278,47776,,01010001,0,,False,False,,01010001,01010001,12/28/2014,False
"The Blackbird, (A Cock Robin mystery)","Stark, Richard",0881501751,4,,Paperback,1990,24062014,24062014,"stark,mystery,grofield,spy,espionage",,"Donald E. Westlake, Richard Stark",False,False,False,False,False,True,0881501751,247710,4069935,,01010001,0,,False,False,,01010001,01010001,6/24/2014,False
Red Dragon,"Harris, Thomas",0525945563,3,,Hardcover,2000,01010001,17122011,,,Thomas Harris,False,False,False,False,False,True,0525945563,249365,46576,,01010001,0,,False,False,,01010001,01010001,,False
Madouc,"Vance, Jack",0441505325,0,,Mass Market Paperback,1991,01010001,03122011,,,Jack Vance,False,False,False,True,False,False,0441505325,251213,209095,,01010001,0,,False,False,,01010001,01010001,,False
Suldrun's Garden,"Vance, Jack",0425058735,0,,Paperback,1983,01010001,03122011,,,Jack Vance,False,False,False,False,False,True,0425058735,251215,11684403,,01010001,0,,False,False,,01010001,01010001,,False
Simplify Your Life,"James, Elaine St.; Elaine st James",0786880007,0,,Paperback,1994,01010001,04122011,,,Elaine St. James,False,False,False,False,False,True,0786880007,253692,156400,,01010001,0,,False,False,,01010001,01010001,,False
Witch World,"Norton, Andre",0441897088,0,,Mass Market Paperback,1986,01010001,31102013,,,Andre Norton,False,False,False,False,False,False,0441897088,259526,336970,,01010001,0,,False,False,,01010001,01010001,,False
Get Shorty,"Leonard, Elmore",,4,,Paperback,2005,01010001,04122011,,,Elmore Leonard,False,False,False,False,False,True,B000B1J86K,263434,40130,,01010001,0,,False,False,,01010001,01010001,,False
Jurassic Park,"Crichton, Michael",0091821347,0,,Hardcover,1990,01010001,03122011,,,Michael Crichton,False,False,False,False,False,True,0091821347,265335,10401,,01010001,0,,False,False,,01010001,01010001,,False
"Slowing Down to the Speed of Life: How To Create A More Peaceful, Simpler Life From the Inside Out","Carlson, Richard",0062514547,4,,Paperback,1998,06042012,03122011,"psychology,self-help",,"Richard Carlson, Joseph Bailey",False,False,False,False,False,True,0062514547,266980,222293,,01010001,0,,False,False,,01010001,01010001,4/6/2012,False
The Whipping Boy,"Fleischman, Sid",0060521228,0,,Paperback,2003,07102014,08102014,"newbery award,4th grade",,Sid Fleischman,False,False,False,False,False,True,0060521228,269803,191003,,01010001,0,,False,False,,01010001,01010001,10/7/2014,False
"Thick Face, Black Heart","Chu, Chin-Ning",1857881257,2,,Paperback,1995,12042012,03122011,self-help,,Chin-ning Chu,False,False,False,False,False,True,1857881257,293362,9000575,,01010001,0,,False,False,,01010001,01010001,4/12/2012,False
Freeware,"Rucker, Rudy",038078159X,3,,Mass Market Paperback,1998,01010001,04122011,,,Rudy Rucker,False,False,False,False,False,True,038078159X,306411,255244,,01010001,0,,False,False,,01010001,01010001,,False
"Right Man for the Job, A Novel","Magnuson, Mike",0060928956,0,,Paperback,1998,01010001,04122011,,,Mike Magnuson,False,False,False,False,False,True,0060928956,309276,4415481,,01010001,0,,False,False,,01010001,01010001,,False
The Complete Idiot's Guide to Organizing your Life,"Lockwood, Georgene",1592574130,0,,Paperback,2005,01010001,03122011,,,Georgene Lockwood,True,False,False,False,False,True,1592574130,315790,263201,,01010001,0,,False,False,,01010001,01010001,,False
Greatest Batman Stories Ever Told (DC Comics),,0930289668,0,,Paperback,1997,11062012,12062012,"dc,batman,comics",,DC Comics,False,False,False,False,False,True,0930289668,317882,265030,,01010001,0,,False,False,,01010001,01010001,6/11/2012,False
Eat That Frog!,"Tracy, Brian",1576754227,0,,Paperback,2007,01010001,04122011,,,Brian Tracy,False,False,False,False,False,True,1576754227,320622,267393,,01010001,0,,False,False,,01010001,01010001,,False
No Ordinary Moments,"Millman, Dan",0915811405,0,,Paperback,1992,01010001,04122011,,,Dan Millman,False,False,False,False,False,True,0915811405,321978,268555,,01010001,0,,False,False,,01010001,01010001,,False
Beyond Civilization,"Quinn, Daniel",0609805363,0,,Paperback,2000,01010001,06052012,,,Daniel Quinn,False,False,False,False,False,True,0609805363,322008,60104,,01010001,0,,False,False,,01010001,01010001,,False
Mindware: An Introduction to the Philosophy of Cognitive Science,"Clark, Andy",0195138570,4,,Paperback,2000,10012013,10122012,"cognitive science,philosophy of mind",,Andy Clark,False,False,False,False,False,True,0195138570,322773,269253,,01010001,0,,False,False,,01010001,01010001,1/10/2013,False
Barefoot Doctor's Guide to the Tao: A Spiritual Handbook for the Urban Warrior,"Russell, Stephen",0812931580,0,,Paperback,1999,01010001,04122011,,,Stephen Russell,False,False,False,False,False,True,0812931580,331148,276404,,01010001,0,,False,False,,01010001,01010001,,False
Barefoot Doctor's Handbook for Modern Lovers: A Spiritual Guide to Truly Amazing Love and Sex,"Russell, Stephen",0767907000,0,,Paperback,2001,01010001,04122011,,,Stephen Russell,False,False,False,False,False,True,0767907000,331149,276405,,01010001,0,,False,False,,01010001,01010001,,False
Lucy,"Johanson, Donald C.; Maitland Armstrong Edey",0671724991,0,,Paperback,1981,01010001,03122011,,,"Donald Johanson, Maitland Edey",False,False,False,False,False,False,0671724991,335504,280050,,01010001,0,,False,False,,01010001,01010001,,False
Wetware,"Rucker, Rudy",0380701782,3,,Mass Market Paperback,1997,01010001,04122011,,,Rudy V. B. Rucker,False,False,False,False,False,True,0380701782,343248,286382,,01010001,0,,False,False,,01010001,01010001,,False
The Hacker and the Ants,"Rucker, Rudy",1568582471,3,,Paperback,2003,01010001,04122011,,,Rudy Rucker,False,False,False,False,False,True,1568582471,343609,286672,,01010001,0,,False,False,,01010001,01010001,,False
Non-Stop,"Aldiss, Brian W.",1585676837,0,,Paperback,2005,01010001,03122011,,,Brian Aldiss,True,False,False,False,False,True,1585676837,343693,218336,,01010001,0,,False,False,,01010001,01010001,,False
Writing the Novel From Plot to Print,"Block, Lawrence",0898792088,0,,Paperback,1985,01010001,04122011,,,Lawrence Block,False,False,False,False,False,True,0898792088,343729,1658632,,01010001,0,,False,False,,01010001,01010001,,False
This Book Needs No Title: A Budget of Living Paradoxes (Touchstone Books (Paperback)),"Smullyan, Raymond M.",0671628313,3,,Paperback,1986,23052012,31122011,"logic,raymond smullyan",,Raymond Smullyan,False,False,False,False,False,True,0671628313,344896,287655,,01010001,0,,False,False,,01010001,01010001,5/23/2012,False
What is the Name of This Book?,"Smullyan, Raymond M.",0671628321,0,,Paperback,1986,01010001,31122011,,,Raymond Smullyan,False,True,False,False,False,True,0671628321,345577,288217,,01010001,0,,False,False,,01010001,01010001,,False
Power Sleep,"Maas, James B.",0060977604,0,,Paperback,1998,01010001,04122011,,,"James B. Maas, Megan L. Wherry, David J. Axelrod, Barbara R. Hogan, Jennifer Bloomin",False,False,False,False,False,True,0060977604,351013,2506271,,01010001,0,,False,False,,01010001,01010001,,False
50 Success Classics (Unabridged),"Butler-Bowdon, Tom",1857883330,0,,Paperback,2004,01010001,04122011,,,Tom Butler-Bowdon,False,False,False,False,False,True,1857883330,353173,17799,,01010001,0,,False,False,,01010001,01010001,,False
"The Adonis Complex: How to Identify, Treat and Prevent Body Obsession in Men and Boys","Phillips, Katharine A.; Harrison Pope",068486911X,0,,Paperback,2002,01010001,04122011,,,"Harrison G. Pope, Katharine A. Phillips, Roberto Olivardia",False,False,False,False,False,True,068486911X,353193,294617,,01010001,0,,False,False,,01010001,01010001,,False
The Success Principles,"Canfield, Jack; Janet Switzer",0060594896,0,,Paperback,2006,01010001,04122011,,,"Jack Canfield, Janet Switzer",False,False,False,False,False,True,0060594896,364119,41476,,01010001,0,,False,False,,01010001,01010001,,False
Berserker Prime,"Saberhagen, Fred",0765345439,0,,Mass Market Paperback,2005,01010001,03122011,,,Fred Saberhagen,False,False,False,False,False,True,0765345439,365073,47767,,01010001,0,,False,False,,01010001,01010001,,False
Brother Assassin,"Saberhagen, Fred",0812536428,4,,Mass Market Paperback,1997,17082014,18082014,"science fiction,time travel,religion,fred saberhagen,berserker",,Fred Saberhagen,False,False,False,False,False,True,0812536428,365845,47769,,01010001,0,,False,False,,01010001,01010001,8/17/2014,False
Academ's Fury,"Butcher, Jim",0441013406,0,,Paperback,2006,01010001,04122011,,,Jim Butcher,False,False,False,False,False,True,0441013406,367427,55745,,01010001,0,,False,False,,01010001,01010001,,False
How to Live Well Without Owning a Car,"Balish, Chris",1580087574,4,,Paperback,2006,01010001,04122011,,,Chris Balish,False,False,False,False,False,True,1580087574,367626,306387,,01010001,0,,False,False,,01010001,01010001,,False
Wishcraft,"Gottlieb, Annie; Barbara Sher",0345465180,4,,Paperback,2004,01010001,04122011,,,"Barbara Sher, Annie Gottlieb",False,False,False,False,False,True,0345465180,382451,318793,,01010001,0,,False,False,,01010001,01010001,,False
The Count of Monte Cristo,"Dumas, Alexandre, père",014044615X,2,,Mass Market Paperback,1997,27122013,18042013,"fiction,revenge,adventure,historical fiction,alexandre dumas,19th century,classic literature",,Alexandre Dumas pere,False,False,False,False,False,True,014044615X,392584,10267,,01010001,0,,False,False,,01010001,01010001,12/27/2013,False
Inner Skiing,"Gallwey, W. Timothy",0679778276,0,,Paperback,1997,01010001,04122011,,,W. Timothy Gallwey,False,False,False,False,False,True,0679778276,394727,5606724,,01010001,0,,False,False,,01010001,01010001,,False
Stretching,"Anderson, Bob",0936070226,0,,Paperback,2000,01010001,04122011,,,Bob Anderson,False,False,False,False,False,True,0936070226,395685,157393,,01010001,0,,False,False,,01010001,01010001,,False
Are Your Lights On?,"Weinberg, Gerald M.; Donald C. Gause",0932633161,4,,Paperback,1990,18072013,17072013,"creative thinking &amp; brainstorming,problem solving",,"Donald C. Gause, Gerald M. Weinberg",False,False,False,False,False,True,0932633161,426849,23139956,,01010001,0,,False,False,,01010001,01010001,7/18/2013,False
Bullet-Proof Abs : 2nd Edition of Beyond Crunches,,0938045253,3,,Paperback,2000,01010001,04122011,,,Pavel Tsatsouline,False,False,False,False,False,True,0938045253,433641,361545,,01010001,0,,False,False,,01010001,01010001,,False
Batman : Knightfall (Bantam Spectra Book),"O'Neil, Dennis",0553572601,3,,Paperback,1995,19062012,13062012,,,Dennis O'Neil,False,False,False,False,False,True,0553572601,433853,7512274,,01010001,0,,False,False,,01010001,01010001,6/19/2012,False
The Bicycling Guide to Complete Bicycle Maintenance and Repair: For Road and Mountain Bikes(Expanded and Revised 5th Edition),"Downs, Todd",1579548830,0,,Paperback,2005,01010001,03122011,,,Todd Downs,True,False,False,False,False,True,1579548830,434361,362138,,01010001,0,,False,False,,01010001,01010001,,False
The Two-Income Trap,"Warren, Elizabeth; Amelia Warren Tyagi",,0,,Hardcover,2003,01010001,04122011,,,"Elizabeth Warren, Amelia Warren Tyagi",False,False,False,False,False,True,B0002TP1IU,434824,362530,,01010001,0,,False,False,,01010001,01010001,,False
The Black Swan,"Taleb, Nassim Nicholas",1400063515,4,,Hardcover,2007,01010001,03122011,"non-fiction,mathematics,nassim nicholas taleb,probability",,Nassim Nicholas Taleb,True,False,False,False,False,True,1400063515,444518,370531,Good,01010001,8,Bought used at bookworm,False,False,,01010001,01010001,,False
Opening Skinner's Box,"Slater, Lauren",0393326551,4,,Paperback,2005,30032013,10032013,"non-fiction,nonfiction,psychology,science,surprisingly fascinating",,Lauren Slater,False,False,False,False,False,True,0393326551,464167,147101,,01010001,0,,False,False,,01010001,01010001,3/30/2013,False
The power of alpha-thinking: Miracle of the mind,"Stearn, Jess",0451163281,0,,Mass Market Paperback,1977,01010001,04122011,,,Jess Stearn,False,False,False,False,False,True,0451163281,465643,4225025,,01010001,0,,False,False,,01010001,01010001,,False
Software,"Rucker, Rudy",0380701774,4,,Mass Market Paperback,1987,01010001,04122011,,,Rudy Rucker,False,False,False,False,False,True,0380701774,469331,391706,,01010001,0,,False,False,,01010001,01010001,,False
Designated Targets,"Birmingham, John",0345457153,0,,Mass Market Paperback,2006,01010001,04122011,,,John Birmingham,False,False,False,False,False,True,0345457153,484410,8941495,,01010001,0,,False,False,,01010001,01010001,,False
What Got You Here Won't Get You There,"Goldsmith, Marshall; Mark Reiter",1401301304,3,,Hardcover,2007,08022013,27012013,"business,personal development,management,leadership,communication,career,business administration,growth,values",,"Marshall Goldsmith, Mark Reiter",False,False,False,False,False,True,1401301304,495732,878128,,01010001,0,,False,False,,01010001,01010001,2/8/2013,False
The Left Hand of Darkness,"Guin, Ursula K. Le",0441478123,0,,Mass Market Paperback,1987,01010001,30112013,"science fiction,ursula k. le guin",,Ursula K. Le Guin,False,False,False,True,False,False,0441478123,496161,52169,,01010001,0,,False,False,,01010001,01010001,,False
The Sins of the Fathers,"Block, Lawrence",038076363X,4,,Mass Market Paperback,2002,30122014,30122014,"mystery,noir,scudder,lawrence block,private investigator,matthew scudder,new york",,Lawrence Block,False,False,False,False,False,True,038076363X,497602,415877,,01010001,0,,False,False,,01010001,01010001,12/30/2014,False
Burglars Can't Be Choosers,"Block, Lawrence",0060582553,0,,Mass Market Paperback,2004,01010001,17122011,,,Lawrence Block,False,False,False,False,False,True,0060582553,497609,415884,,01010001,0,,False,False,,01010001,01010001,,False
500 more low-carb recipes : 500 all-new recipes from around the world,"Carpender, Dana",1592330894,0,,Paperback,2004,01010001,04122011,,,Dana Carpender,False,False,False,False,False,True,1592330894,501891,10284142,,01010001,0,,False,False,,01010001,01010001,,False
500 Low-Carb Recipes,"Carpender, Dana",1931412065,0,,Paperback,2002,01010001,04122011,,,Dana Carpender,False,False,False,False,False,True,1931412065,501909,10284057,,01010001,0,,False,False,,01010001,01010001,,False
Oath of Nerull (Dungeons & Dragons Novel),,0786928514,0,,Mass Market Paperback,2002,01010001,06052012,,,T.H. Lain,False,False,False,False,False,True,0786928514,504450,421421,,01010001,0,,False,False,,01010001,01010001,,False
Mind Wide Open,"Johnson, Steven",0743241665,3,,Paperback,2005,01010001,04122011,,,Steven Johnson,False,False,False,False,False,True,0743241665,511315,247470,,01010001,0,,False,False,,01010001,01010001,,False
"Write It Down, Make It Happen","Klauser, Henriette Anne",0684850028,5,,Paperback,2001,15112012,04122011,"self-help,writing,goal setting,journal",,Henriette Anne Klauser,False,False,False,False,False,True,0684850028,511905,427558,,01010001,0,,False,False,,01010001,01010001,11/15/2012,False
The Thief Who Couldn't Sleep,"Block, Lawrence",0061258067,0,,Mass Market Paperback,2007,01010001,17122011,,,Lawrence Block,False,False,False,False,False,True,0061258067,519895,434490,,01010001,0,,False,False,,01010001,01010001,,False
Fantastic Voyage,"Kurzweil, Ray; Terry Grossman",0452286670,0,,Paperback,2005,01010001,03122011,,,"Ray Kurzweil, Terry Grossman",False,False,False,True,False,False,0452286670,523253,80847,,01010001,0,,False,False,,01010001,01010001,,False
The Harlequin,"Hamilton, Laurell K.",0425217248,0,,Hardcover,2007,01010001,03122011,,,Laurell K. Hamilton,True,False,False,False,False,True,0425217248,536653,448550,,01010001,0,,False,False,,01010001,01010001,,False
